Unnamed: 0,Job Title,Company Name,Location,Posted Date,Job Level,Job Type,Job Function,Industry,Job Description
25,Data Analyst (Consumer Lending - Risk),Traveloka,Area DKI Jakarta,2023-09-25,Tingkat pemula,Penuh waktu,Teknologi Informasi,Pasar Modal,"It's fun to work in a company where people truly BELIEVE in what they're doing!




Job Description




Traveloka is a Southeast Asian tech unicorn with core businesses in travel and financial services. Currently we are rapidly expanding in the region. Offering financial services to underbanked populations provides the opportunity for tremendous innovation, and requires balancing risk that does not exist in other domains. With our expanding product and market footprint, we have several openings in our Insurance business, you will work in a diverse team of Data Analysts, Scientists and Engineers as critical partners to the business. Our focus is on growing a sustainable financial service ecosystem by providing our customers with various financial services and products and features.We need you to be a do-er, and when you find interesting questions, you never let them sit for long without answers. You examine the available data from the lens of proactively thinking about the needs of our customers and the business, anticipating customer needs and market trends.




DAs are critical roles within our business and you know that you can make the greatest impact by gaining in-depth and comprehensive business domain knowledge, and judiciously applying your analytical talents to the domain.In turn, we’ll provide you with a mature analytics environment to work in. Reproducibility and full version control is a default in our systems so that you can easily learn from your teammates and build on foundations that have already been developed. Our collaborative team will ensure that you’re more productive than you’ve ever been in a few short months.




Our techstack: BigQuery, dbt, Python, Github, Google Data Studio, Tableau




Main Responsibilities




Become thinking partner to Insurance stakeholder. Be able to analyse how changes in any of these will affect various metrics, and come up with new metrics to guide the business.
Develop dashboards not just for monitoring, but to produce actionable insights that decision makers can use to steer the business.
Work with the business to answer tactical questions, often via our experiments platform, that will affect the development of product features.
Work with the business to answer strategic questions that will affect the long-term goals of the business.
Develop ETL pipelines within a robust framework that is highly automated and does not require a large team to maintain and monitor.
Understand when speed is more important than accuracy in arriving at an analytical result for the business to make a decision.
Enable our key stakeholders to improve their understanding and analytical power.




Requirements




One to five years of analytics experience in an industry setting
You have to be curious and hungry to learn, as well as excited to share knowledge with other team members
Experience with large and sometimes messy data
Comfortable working with open-ended questions and potentially ambiguous problem statements
Experience in collaborating with people outside your domain to deliver impact
At least a Bachelor degree in a quantitative subject, e.g. finance, financial mathematics, computer science, mathematics, physics, bio-informatics, engineering
Strong in data manipulation and inferential statistics with Python and SQL
Existing business domain knowledge in Insurance product, is preferred but not required




If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!"
26,Data Analyst - Insurance,Traveloka,Area DKI Jakarta,2023-04-09,Tingkat pemula,Penuh waktu,Teknologi Informasi,Pasar Modal,"About Us




Love, Bonito is a digital-first company on a mission to empower the everyday Asian woman and inspire self-confidence. We are the leading direct-to-consumer womenswear brand, headquartered in Singapore, with an omnichannel presence across Indonesia and Malaysia, a retail franchise in Cambodia, and are fast expanding into international markets namely Japan, Hong Kong SAR China, and the United States of America.




Founded in 2010, we are proudly female-founded with more than 70% female representation across our organization, leadership, and STEM roles (#girlpower!). We raised a US$50M Series C round in 2021 and know that we’re on the cusp of something great, where we’re working towards becoming the most thoughtful brand globally, for the Asian female consumer, especially when it comes to our products, community, and experiences.




There’s a lot more work to be done with all of our exciting plans. So we’re looking to team up with people who are wildly passionate about making an impact and be part of a dynamic team, in a workplace with no corporate BS (yes, you read that right!).




The team




The Love, Bonito team is a passionate, dynamic, innovative and fun-loving family. From fashion-lovers, savvy marketers to tech whizzes, we have a diverse team of talented individuals with one unified focus - our customer, the Love, Bonito woman. She is at the heart of everything we do and we pride ourselves in always taking an innovative, data-centric yet considerate approach in creating the right experiences, products and content for her. With big dreams and a grand mission, we’re looking for great like-minded people to join us - people who are as passionate, fearless and entrepreneurial.




If you’re looking for a dynamic, no corporate-BS environment to learn, grow, and really make an impact, we could be the perfect fit for you!




The role




You’ll have a front seat experience in impacting women across the globe through fashion and data.




We’re looking for a junior to mid-level data analyst who will play a pivotal role in championing a data-driven approach in our decision-making and empowering our organisation to act smarter, faster and more efficiently. You’ll be responsible for designing and implementing a variety of data-enabled solutions, generating actionable insights and launching direct decision output models to improve our business. In addition, you’ll play an important role in setting up best-practices for our analytics workflow.




You should have / be
A Love, Bonito Culture Fit
Good grasp of the Love, Bonito brand and unique proposition
A genuine curiosity to know how things work and how to make them better
An entrepreneurial, self starter, get-your-hands dirty attitude
Enjoy learning new things and pick them up quickly
A demonstrated result-driven data obsession
Problem solver: You identify, scope and solve loosely defined problems; you design and execute logical action-plans so that challenges can be solved systematically
Analytical and data-driven: You love working with numbers and extracting knowledge from data. You’re extremely objective, thorough and diligent. You can also efficiently and independently query, manipulate, explore data using tools such as SQL & Python
Business-driven:. You are able to learn new business contexts from business stakeholders, quickly as per project requirements, and you have the ability to apply this contextual information into the analysis or design of data products. You exemplify business acumen and develop solutions and insights with business goals in mind
Creativity & communication: Ability to think ‘out of the box’ and translating data into simple human language and compelling visualisations (data storytelling), to empower the broader organisation to understand and leverage data
Relationship management: Good relationship management and ability to work independently with business stakeholders from other functional teams




Main Responsibilities




Decision modelling and automation




Help stakeholders refine problem statements and translate those into analytics projects that can be clearly defined
Work closely with technical and business teams to iterate solutions, A/B test and gather actionable feedback to continuously raise the standards of our analytics capabilities
Develop predictive models using a variety of statistical methods and machine learning techniques (such as customer segmentation, loyalty program mechanics, sales forecast)
Participate and contribute in sessions to review model performance, brainstorm and prioritise new opportunities




Analytics frameworks and insights generation




Define performance metrics, targets and ensure alignment across the company
Design, build and maintain user-friendly dashboards for tracking business health as well as performance of launched models and specific initiatives
Present, prepare and coordinate on-going performance reviews (e.g. weekly and quarterly)
Solicit feedback and provide insights through data storytelling and intuitive data visualisations
Contribute to the development of our analytics capabilities and collaborate closely with other members of the team, such as data engineers, data scientist, and other data analysts, to drive meaningful improvements




Requirements




Soft skills




Capable of independently discovering and scoping business problems, loosely defined from non-technical stakeholders
Ability to execute analytics projects by breaking down goals into clear actionable tasks
Effectively communicate with both technical and non-technical stakeholders during meetings, in writing, as well as through presentations and dashboards
Willingness to learn and the ability to do so quickly and independently




Technical Skills




Proficient in SQL
Experience with Python for data analytics: transforming and analysing large amounts of data
Experience with data visualisation tools, preferably Tableau and/or Metabase
Knowledge of statistical methods and some experience in applying that to solve business problems




Advantageous to have




BS or Master's degree in a quantitative field (e.g., Statistics, Mathematics, Computer Science, Engineering, Data Science)
2-4 years of relevant industry experience, preferably in e-commerce, retail, or digital product development
Experience working with Databricks, or in a data-lake environment
Familiar with concepts of data mesh, and data products
Experience with website tracking, especially GTM and Google Analytics




Benefits




Flexible Work Arrangement
Work from anywhere*!
Remote work and adjustable hours - as long as present during our core working hours
Staff Wellness
Comprehensive corporate insurance (Fully covered visits at our panel clinics, Dental coverage, Maternity reimbursement, and Mental wellness support)
Tailored coaching services for mental wellness
Learning and Career Development
Learning and development (i.e. subscription plans to best-in-class resources, personal development fund etc)
Dedicated leadership training for those with managerial responsibilities
Friday PM off for learning
#TeamLB perks
Generous staff discount off LB products
Corporate partnerships with a variety of companies
Welcome to #TeamLB swag and store gift cards (get your LB work outfit on us!)
Employee driven peer-to-peer recognition platform to honour and celebrate everyday achievements
Internal Referral programme"
27,Senior Data Analyst (Remote),"Love, Bonito",Area DKI Jakarta,2023-09-27,Tingkat pemula,Penuh waktu,Teknologi Informasi,Pasar Modal,"About The Role




As a data analyst in the marketing team of Bank Jago, you will be a critical part of the growth of the company supporting customer acquisition and engagement. The role would require you to work closely with the marketing team, data engineers and data scientists in order to ensure the validity of the data, transforming the data to insights, and operationalizing it. Additionally, The Marketing Analyst will enable the execution of marketing campaigns. This includes responsibility for marketing campaign analytics execution (from audience identification, campaign execution, and performance).




To be successful in this position, the analyst will need prior experience in marketing analytics along with a data driven mind-set with strong communication skills to work across technical and non-technical audiences.




What you will do day to day:




Develop and maintain SQL queries to extract data from databases.
Clean, transform, and manipulate data for accuracy and consistency.
Create reports, dashboards, and visualizations using tools like Digital Studio / Looker (Google).
Perform data analysis to identify trends
Troubleshoot and resolve data-related issues to ensure data integrity.




What you need to have:




Bachelor's degree in MIS, Computer Science, or related field.
Strong SQL proficiency and experience with relational databases (understanding Git, DBT , and Airflow is a plus)
Understanding of data analysis techniques and data modeling concepts.
Attention to detail and strong problem-solving skills.
Effective communication and collaboration abilities."
28,Consumer Business Marketing Data Analyst,PT Bank Jago Tbk,Jakarta,2023-08-18,Asosiasi,Penuh waktu,Teknologi Informasi,"Teknologi, Informasi, dan Internet","It's fun to work in a company where people truly BELIEVE in what they're doing!




‎




Job Description




Understand our onboarding PayLater flow, which includes KYC and fraud prevention.
Understand our payment flow, which includes transaction and fraud prevention.
Develop dashboards not just for monitoring, but to produce actionable insights that decision-makers can use to steer the business.
Work with other product and/or data teams to provide data context for cross-functional initiatives.
Work with the business to answer tactical questions that will affect the development of product features.
Develop ETL pipelines within a robust framework that is highly automated and does not require a large team to maintain and monitor
Enable our key stakeholders to improve their understanding and analytical power




‎




Requirements




2+ Years of working experience with at least a Bachelor's degree in a quantitative field.
You have to be curious and hungry to learn, take ownership of your own journey, have a bias for action and be impact-oriented.
Strong foundations in data manipulation and inferential statistics with Python and SQL.
Being meticulous towards details, and having empathy for your stakeholders and peers.
Strong in communications with both non-technical and technical audiences.
Comfortable working with open-ended questions and potentially ambiguous problem statements.
Existing business domain knowledge in any financial service product (payment/fraud/etc.) is preferred but not required




‎




If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!"
29,Data Analyst - Fraud,Traveloka,Area DKI Jakarta,2023-09-29,Asosiasi,Penuh waktu,Teknologi Informasi,"Teknologi, Informasi, dan Internet","Our client, a Health-Tech company is hiring for a data enthusiast to join their team




Responsibilities:




Manage end-to-end data projects, identifying issues, gathering information from various sources, analyzing data, interpreting patterns, and trends with the purpose of generating insights and actionable recommendations
Lead technical operations projects to support product and business insights, e.g., product and promotions AB-testing
Conduct industry analysis and research with respect to competitive market trends to drive business insights
Partner closely with stakeholders across different verticals to develop reporting, toolkits and dashboards for business teams to optimize performance
Provide support and training of business teams on analytical tools and methodologies
Build and automate company-wide reporting
Guide the development of GDTs data infrastructure, e.g., new data points and tools required





Requirements:




Analytical experience (2+ years), preferably in e-commerce or internet industry
Bachelors or advanced degree in relevant field.
Fluent in written and spoken English, Bahasa or Mandarin is helpful.
Advanced knowledge in data query/wrangling using SQL, and data visualization using tools like Tableau. Other languages e.g., Python/R/Scala are helpful.
Intellectually curious fast and self-driven learner on areas including new business models, analytical techniques, technical skills etc.
Experience in business analysis and corporate planning
Experience in data extraction, manipulation, and using data visualization to create meaningful insights
Structured and self-driven approach to work planning
Dependable and reliable with timely follow-up
Strong presentation skill and ability to influence stakeholders
Creativity and comfortable with blank sheet of paper assignments
Results and detail-oriented, with strong intuition on how to solve problems creatively and quickly
"
30,Data Analyst,WireHire,Area DKI Jakarta,2023-09-19,Asosiasi,Penuh waktu,Teknologi Informasi,"Teknologi, Informasi, dan Internet","It's fun to work in a company where people truly BELIEVE in what they're doing!




Job Description




Database: design, test, and collaborate with relevant parties (e.g Product Eng., Data Eng.) to enable, extract, or enrich data/data pipeline required for other DREAM activities.
Reporting: design, build, and disseminate dashboards or other self-served data products to enable stakeholders get quick business performance, conduct data exploration, or derive quick insights.
Experimentation: design, analyze, and disseminate experiments or causal-impact studies to test multiple hypotheses, variants, or initiatives and infer the best result(s) based on relevant success metrics.
Analysis: design, perform, and disseminate descriptive or diagnostic analyses with valuable findings and actionable insights to better understand the business.
Modelling: design, develop, and collaborate with relevant parties (e.g Product Eng., ML/AI Eng., Data Sci.) to deploy supervised or unsupervised models as per business needs to optimize business performance.




Requirements




Passionate in data, analysis, or insights with high curiosity and skepticism.
Good communication, presentation, and storytelling skills to deliver data-inspired findings.
3+ years of data role experience (analyst, scientist, or engineer).
2+ years of hands-on experience with SQL, spreadsheet, and R/Python.
1+ years of dashboarding experience with BI or dataviz tools (Tableau, Looker Studio, Domo etc.).
Prior experience in conducting statistical experimentation or A/B testing is a plus.
Prior experience in developing unsupervised/supervised models is a plus.
Prior experience in working on cloud platforms (GCP, AWS, Azure, etc.) is a plus.
Bachelor/Master’s degree majoring in Statistics, Mathematics, Physics, Computers/Informatics, Engineering, or Economics is a plus.




If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!"
31,Data Analyst,PT Bank Mayapada Internasional Tbk,Jakarta,2023-08-18,Asosiasi,Penuh waktu,Teknologi Informasi,"Teknologi, Informasi, dan Internet","Orange provides your personalized go-to pool of strategy planners, creatives, and technologists for your brand and campaign that aren't part of your daily routine. Strategic managers, content specialists, conceptual creatives, producers, SEO experts, product managers, and others are among the impact players who are held match-fit for your brand.




What You Will Do




Analyze data, identify trends and build meaningful recommendations!
Present your results in a concise manner to the Stakeholders Design, lead & execute large scale projects, independently Distinguish areas of inefficiencies, conduct root cause analyses, then build data-driven strategies for process optimization and overall project improvement
Up-skill the broader organization in SQL and data analysis
Collaborate with Data Engineers to build self-service analytics
Identify weaknesses and help improve or innovate new processes to keep operations as efficient as possible
Build dashboards that answer the needs of our internal stakeholders - take advantage of the ever-growing amount of data we have at our fingertips to help partners manage and improve our operations
Apply data science techniques on large data sets to develop strategic insights, and present them in a compelling way to enable smart and sustainable business decisions




What You Will Need




Knowledges in SQL, Google Sheets
Analytical and data-driven approach for solving problems
Ability to work independently, on your own initiative
Motivation to learn all along the way and improve continuously




Powered by JazzHR




M7JdmePA4t"
32,Flight Data Analyst,Traveloka,Area DKI Jakarta,2023-04-14,Asosiasi,Penuh waktu,"Riset, Analis, Teknologi Informasi",Jasa Keuangan,"Company Description: Nityo Infotech Corporation is the fastest-growing global IT Services & Solutions Company, headquartered in New Jersey, USA. Our services span from Application Management Outsourcing, Packaged Application Services, Remote Infrastructure Management, Product Development, and Support to higher value-added offerings, including Managed Platform and Product Engineering Services. Job Description:

Data Analyst"
33,Senior Data Analyst (Logistics Tech),byOrange,Jakarta,2023-06-22,Asosiasi,Penuh waktu,"Riset, Analis, Teknologi Informasi",Jasa Keuangan,"Crossover is the world's #1 source of full-time remote jobs. Our clients offer top-tier pay for top-tier talent. We're recruiting this role for our client, gt.school. Have you got what it takes?




Are you ready to make your mark on the future of education? At gt.school, we're reimagining the way students learn by harnessing the power of groundbreaking technology. As part of our dynamic team, you'll play a pivotal role in creating exceptional products and services that accelerate learning and empower students like never before.




What sets us apart? With our revolutionary EdTech tools like SpeedGrader, CoachBot, and our very own TikTok for Education, you'll be at the forefront of transforming the learning experience. Imagine working on a product that changes lives, where students grasp concepts faster and explore a world of knowledge in exciting new ways.




Join us and take charge of leveraging generative AI to build new tools, finetuning AI training models, and responding to support tickets from our valued stakeholders. You'll have the opportunity to make a tangible impact.




If you thrive in a fast-paced environment, love learning new technologies, and want to be part of a passionate team that is reshaping education, then this is the opportunity you've been waiting for. At gt.school, you'll gain hands-on experience in prompt engineering, receive mentorship and coaching, and have endless opportunities for growth. Join us and let's build a future where learning knows no bounds.




What You Will Be Doing




Developing, testing, and continuously improving generative AI models
Solving student support tickets correctly and quickly
Onboarding new students to the program




What You Won’t Be Doing




Performing just one task or function - you’ll be given a variety of operations tasks to support your growth and development.




Data Analyst Key Responsibilities




Build a product that delivers an exceptional learning experience for gt.school students




Basic Requirements




Proficient in Python, JavaScript, or another object-oriented programming language
Exceptional attention to detail
Ability to fluently communicate technical concepts in English, both verbally and in writing
Consistently available to work primarily during US Central business hours (6 am - 6 pm CST)




About Gt.school




gt.school is a stealth EdTech startup in Austin, Texas, the center of educational innovation in the US. Our unique approach leverages 50+ years of learning science, cutting-edge data analytics and high-performance life skills coaching. In doing so, we can help students learn 5x faster and unlock their full potential in both academics and in life. We are a remote-first company that hires globally via Crossover.




There is so much to cover for this exciting role, and space here is limited. Hit the Apply button if you found this interesting and want to learn more. We look forward to meeting you!




Working with Crossover




This is a full-time (40 hours per week), long-term position. The position is immediately available and requires entering into an independent contractor agreement with Crossover. The compensation level for this role is $15 USD/hour, which equates to $30,000 USD/year assuming 40 hours per week and 50 weeks per year. The payment period is weekly. Consult www.crossover.com/help-and-faqs for more details on this topic.




What to expect next:




You will receive an email with a link to start your self-paced, online job application.
Our hiring platform will guide you through a series of online “screening” assessments to check for basic job fit, job-related skills, and finally a few real-world job-specific assignments.




Important! If you do not receive an email from us:




First, emails may take up to 15 minutes to send, refresh and check again.
Second, check your spam and junk folders for an email from Crossover.com, mark as “Not Spam” since you will receive other emails as well.
Third, we will send to whatever email account you indicated on the Apply form - by default, that is the email address you use as your LinkedIn username and it might be different than the one you have already checked.
If all else fails, just reset your password by visiting https://www.crossover.com/auth/password-recovery if you already applied using LinkedIn EasyApply.
Crossover Job Code: LJ-4807-ID-Jakarta-DataAnalyst.009


"
34,Data Analyst,Nityo Infotech,Jakarta,2023-08-17,Asosiasi,Penuh waktu,"Riset, Analis, Teknologi Informasi",Jasa Keuangan,"Company Description: A proud member of the MPM Group, PT Mitra Pinasthika Mustika Rent is your all-around solution provider when it comes to transportation services. As one of the largest rental services company in Indonesia, we understand every detail and concern about the business and we ensure that we provide personalized and customized top-of-the-line solutions that suit you and your business needs. To that end, MPMRent also has a special division, Japanese Client Business Unit for our Japanese clients. Our partners are banking, manufacturing, distribution & logistics, and any other companies in Indonesia. Job Description:

Melakukan pembangunan dan pengembangan data serta melakukan pemeliharaan terhadap data yang digunakan sebagai sumber data
Memonitoring dan memastikan bahwa System Database/Report, Data Warehouse telah berfungsi dengan baik / terupdate dengan data aktual
Membuat visualisasi laporan sesuai dengan permintaan user
Memodifikasi laporan sesuai dengan kebutuhan user"
35,Data Analytics Specialist,Ringkas,Area DKI Jakarta,2023-09-29,Asosiasi,Penuh waktu,"Riset, Analis, Teknologi Informasi",Jasa Keuangan,"About The Role

The role is Principal Data Analyst (DA) working within the Shared Consumer Platform (SCP) - Goto CDP (Customer Data Platform) team together with 2 other DA teams, the scope is to act as Subject Matter Expert for DA-related activities, capabilities to serve Product, Business, and Data stakeholders in terms of providing data and analysis related to GoTo CDP attributes and find potential area that can be improved in terms of user personalization, category affinity, demographic, and any other data point across GoTo ecosystem.

Collaborate with other Analytics and Data teams across the GoTo Ecosystem

The challenge is that our team serves very dynamic and growing products and cross-collaboration with multiple teams across Operating Companies (Tokopedia, Gojek, GTF). This product is also expected to increase the cross-pollination across the GoTo Platform, hence, the DA team need to understand not only Tokopedia data but also Gojek and GTF data.

What You Will Do

Become an SME (Subject Matter Expert) in terms of Data and analytics within a Business Unit/Cluster
Working closely with Product (Feature, Functionality), Business (Campaign, Initiatives) and Technology (Implementation)
Understand and Analyze Transactional (Order Related), Behavioral (Event Tracking, Client Activity), and Demographic data
Explore Various Datasets to Generate Insights, Conclusions and Recommendations
Produce actionable Dashboards for Monitoring, Reporting that Automates Insight Generation
Create concise and insightful analytical reports.
Collaborate and synergize with other data functions such as Data Engineering, Data Tracker, and Data Scientist teams within the GoTo group
Help another data analyst in terms of technical capabilities



What You Will Need


Programming skills in either one or more of SQL/R/Python are mandatory
4+ years in data analytics or applied statistics
Highly developed analytical skills to extract information from large volumes of data, produce explanatory and predictive results and translate it into insights
Excellent oral and writing skills, including presenting analyses and recommendations to colleagues at different levels of the organization
Strong results orientation - driving to project goals, deadlines and quality
Proven ability to work both independently and in multi-functional teams
Degree or equivalent in related fields preferred: Statistics, Math, Business and Economics
Data Visualization Skill - Produce data visualization with a strong storytelling element using Tableau/Looker/PowerBI.
Analytical skills - Able to break down problems into clear problem statements, objectives and solution steps.

About GoTo Group

GoTo Group is the largest digital ecosystem in Indonesia with its mission to “Empower Progress’ by offering technological infrastructure and solutions for everyone to access and thrive in the digital economy. The GoTo ecosystem consists of on-demand transportation services, e-commerce, food and grocery delivery, logistics and fulfillment, as well as financial and payment services through the Gojek, Tokopedia and GoTo Financial platforms.It is the first platform in Southeast Asia that hosts these crucial cases in a single ecosystem, capturing the majority of Indonesia’s vast consumer household.

About Gojek

Gojek is Southeast Asia’s leading on-demand platform and pioneer of the multi-service ecosystem with over 2.5 million driver partners across the regions offering a wide range of services such as transportation, food delivery, logistics and more. With its mission to create impact at scale, Gojek is committed to resolving consumer problems and raising standards of living by connecting consumers to the best providers of goods and services in the market.

About GoTo Financial

GoTo Financial accelerates financial inclusion through its leading financial services and merchants solutions. Its consumer services include GoPay and GoPayLater and serve businesses of all sizes through Midtrans, Moka, GoBiz Plus, GoBiz, and Selly. With its trusted and inclusive ecosystem of products, GoTo Financial is open to new growth opportunities and aims to empower everyone to Make It Happen, Make It Together, Make It Last.

About Tokopedia

Tokopedia is an Indonesian technology company with a mission to democratize commerce through technology. It has been a driving force behind Indonesia's digital development since its foundation in 2009, with more than 99% of districts and empowered around 12 million merchants listed nationwide. With Nakama ranging all across Indonesia, Tokopedia aims to simplify the lives of many to #FindYourPurpose together.

GoTo and its business units, including Gojek, Tokopedia, GoToFinancial and GoToLogistics (""GoTo"") only post job opportunities on our official channels on our respective company websites and on LinkedIn. GoTo is not liable for any job postings or job offers that did not originate from us. You should conduct your own due diligence to prevent being victims of any fake job scams, if they did not originate from GoTo's official recruitment channels."
36,"Data Analyst, gt.school (Remote) - $30,000/year USD",Crossover,Area DKI Jakarta,2023-09-29,Senior tingkat menengah,Penuh waktu,Teknologi Informasi,Pertanian,"Flash Coffee is one of Asia's fastest-growing tech-enabled coffee chains. We aim to make high-quality coffee accessible to Asia's rising middle class and serve up an award-winning coffee menu curated by World Barista Champions at affordable prices. Customers can use the Flash Coffee app to order and pay online, choosing to pick up their order at one of our iconic yellow storefronts or opt for delivery through major platforms in each market.




Flash Coffee now operates in Singapore, Indonesia, Thailand,, Hong Kong and South Korea, and is set to expand its footprint across Asia Pacific. We have attracted some of the most reputable VCs in the industry (Rocket Internet / Global Founders Capital, White Star Capital, Conny & Co) as well as influential strategic investors (Delivery Hero and Oetker Group), adding tremendous synergies and expertise. With a strong backing and after finalising our Series B1 in June 2022, we are ready to build the market winner in the region.




What you'll do:




Owning the data environment to be used as single source of truth for analysis within the company.
Design, build, and maintain data pipeline and data connections to and from external source including but not limited to Vendor API, FTP, and other related external source connections.
Work together with the Tech team, to help improve the quality and the structure of the productions data.
Liaise with other team to help automate and improve the quality of work from the related team related to to the data.
Document the process, the code, the definition, and the structure of the data environment.
Maintain the job scheduler to make sure that the data is always available and in perfect quality.
Promote a data-driven culture and enforce data governance and security.




Who you are:




Experienced with SQL and Python is a must
Prior internship experience is preferred but not a must
Analytical mindset
Understanding data warehouse concept




What we offer:




A vibrant and international team
Regular company and team events
Being part of a fast-growing startup with a lot of responsibilities from day one"
37,Data Engineer,PT. Mitra Pinasthika Mustika Rent (MPM Rent),Tangerang Selatan,2023-09-06,Senior tingkat menengah,Penuh waktu,Teknologi Informasi,Pertanian,"About The Role

As our Lead Data Analyst, you’ll be part of GoTo’s Enterprise Data Team that manages the Enterprise Data Warehouse as the Central repository of data for all Enterprise Functions which includes Finance, Accounting, Tax (FAT), HR, Corporate Planning, ESG, Procurement etc. This team is responsible for producing and managing GoTo’s critical Financial / Corporate reports. You’ll work as the Business Partner for these functions to enable some of these key processes. You’ll have ample opportunity to flex your SQL and Python programming skills, streamlining and automating various corporate planning and financial operations.

Your Primary Responsibilities Includes

Responsible to develop and manage the Enterprise Data Warehouse of GoTo
Ensure access to clean and usable data for stakeholders throughout the company.
Manages a large pool of Data Analysts supporting various Clusters / OpCo and Functions of GoTo;
Represent data-related opportunities to GoTo as a member of our Extended Leadership Team
Find new opportunities to put our data to work in service of business teams without compromising privacy or security;
Help the Users and stakeholders realize a data-informed culture
Build the Analytics eco-system to help decision-makers throughout the company make better and more quantifiable decisions
Own the Project Development and Delivery of Enterprise DWH, which encompasses the following activities at large:
Understand a Business Problem and identify a Data Analytics Solution
Define the e-2-e flow of data to derive the Business Solution
Become the “Data Advisor” for business team and making an impact storytelling with data by summarizing, profiling, sampling and analyzing terabytes of data
Implement best practices in data model & SQL using knowledge of GoTo’s Business Functions
Develop data automation for data collection, analysis, output to support BAU for Busness
Build highly insightful data analytics, reports and dashboards
Provide inputs to Data Engineering teams on requirements to support data
Develop code and scripts using SQL and Python programming
Thorough Data Validation and correctness, identify data quality checks and propose improvements
Follow Organization standards for data quality, security, access
Research opportunities for new uses cases
Collaborate with Data and IT team members in enhancing the data platform

What Will You Do

Manage large team of data engineers across multiple Clusters / OpCos
Lead them into the optimal problem solving direction through critical analysis and evaluation of problems in hand
Ensures team of data engineers utilizes diverse perspectives in developing solutions
Presenting crafted solutions and proposals to stakeholders and analysts teams
Builds a collaborative culture in the data engineer team
Mentor the team in their approaches in analytics problem-solving, as well as soft skills
Analyse current subordinates performances through KPIs and metrics, then develop methodologies to improve KPIs in the workforce procedures.
Distinguishing important and unimportant approaches in data-based problem solving
Resolves conflicts and manage issues in between a team of data engineers and other departments
Own the responsibility of deliverables by:
Understand business requirements from users, analyze these findings, and and define the data solutions
Identify, analyze, and interpret patterns in complex data sets to investigate issues, find root causes, and propose solutions
Create and maintain optimal data analysis scripts
Identify opportunities for automation, efficient data collection, smarter analytics, enhanced visualization and other technical strategies to optimize reporting efficiency and quality
Assemble large, complex data sets that meet functional / non-functional business requirements.
Follow data governance and security guidelines

About GoTo Group

GoTo Group is the largest digital ecosystem in Indonesia with its mission to “Empower Progress’ by offering technological infrastructure and solutions for everyone to access and thrive in the digital economy. The GoTo ecosystem consists of on-demand transportation services, e-commerce, food and grocery delivery, logistics and fulfillment, as well as financial and payment services through the Gojek, Tokopedia and GoTo Financial platforms.It is the first platform in Southeast Asia that hosts these crucial cases in a single ecosystem, capturing the majority of Indonesia’s vast consumer household.

About Gojek

Gojek is Southeast Asia’s leading on-demand platform and pioneer of the multi-service ecosystem with over 2.5 million driver partners across the regions offering a wide range of services such as transportation, food delivery, logistics and more. With its mission to create impact at scale, Gojek is committed to resolving consumer problems and raising standards of living by connecting consumers to the best providers of goods and services in the market.

About GoTo Financial

GoTo Financial accelerates financial inclusion through its leading financial services and merchants solutions. Its consumer services include GoPay and GoPayLater and serve businesses of all sizes through Midtrans, Moka, GoBiz Plus, GoBiz, and Selly. With its trusted and inclusive ecosystem of products, GoTo Financial is open to new growth opportunities and aims to empower everyone to Make It Happen, Make It Together, Make It Last.

About Tokopedia

Tokopedia is an Indonesian technology company with a mission to democratize commerce through technology. It has been a driving force behind Indonesia's digital development since its foundation in 2009, with more than 99% of districts and empowered around 12 million merchants listed nationwide. With Nakama ranging all across Indonesia, Tokopedia aims to simplify the lives of many to #FindYourPurpose together.

GoTo and its business units, including Gojek, Tokopedia, GoToFinancial and GoToLogistics (""GoTo"") only post job opportunities on our official channels on our respective company websites and on LinkedIn. GoTo is not liable for any job postings or job offers that did not originate from us. You should conduct your own due diligence to prevent being victims of any fake job scams, if they did not originate from GoTo's official recruitment channels."
38,Principal Data Analyst,Gojek,Jakarta,2023-09-19,Senior tingkat menengah,Penuh waktu,Teknologi Informasi,Pertanian,"Requirements and responsibilities:

Bachelor’s degree in engineering, computer science, statistics, mathematics, or equivalent
Min 3yrs experience working as a data analyst, BI, or equivalent position.
Fluency in SQL and writing advanced SQL queries
Fundamental understanding of ETL, ELT, and data modeling
Experience working with SQL based reporting tools like Metabase, Tableau, or equivalent
Exceptional attention to detail, critical and careful in interpreting and reviewing results.
Team player
Strong communicator, fluent in English




Nice to have experience in any of the following:

Experience working with data modeling tools like DBT, Looker, Holistics, or equivalent
Experience working with task scheduling tools like Airflow, Prefect, or equivalent
Understands and practices engineering best practices: e.g. version control, testing, DRY"
